sport,model_family,target_label,factor_key,plot_type,x_value,y_value,fitted_effect,lower_ci,upper_ci,baseline_value,season_window
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,32.608695652173935,-36.3768115942029,0.3290841383973946,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,39.855072463768124,-36.3768115942029,0.3176329306086692,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,47.10144927536231,-36.3768115942029,0.30516125195066773,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,54.3478260869565,-36.3768115942029,0.2919312200385097,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,61.59420289855075,-36.3768115942029,0.2781309532148009,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,68.84057971014494,-36.3768115942029,0.26389571577282,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,76.08695652173913,-36.3768115942029,0.24932364113436045,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,83.33333333333337,-36.3768115942029,0.23448682275123256,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,90.57971014492756,-36.3768115942029,0.21943897255782494,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,97.82608695652175,-36.3768115942029,0.20422068572257507,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,105.07246376811594,-36.3768115942029,0.18886307643128702,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,112.31884057971013,-36.3768115942029,0.17339031225285453,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,119.56521739130437,-36.3768115942029,0.15782140154964966,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,126.81159420289856,-36.3768115942029,0.14217147023190824,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,134.05797101449275,-36.3768115942029,0.12645268566169526,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,141.304347826087,-36.3768115942029,0.11067493382698862,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,148.55072463768118,-36.3768115942029,0.09484632184649604,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,155.79710144927537,-36.3768115942029,0.07897355528491817,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,163.04347826086956,-36.3768115942029,0.06306222465410055,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,170.28985507246375,-36.3768115942029,0.047117025266614807,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,177.536231884058,-36.3768115942029,0.03114192763105647,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,184.7826086956522,-36.3768115942029,0.015140310755197506,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,192.02898550724638,-36.3768115942029,-0.0008849326487603004,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,199.27536231884062,-36.3768115942029,-0.016931312446180707,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,206.5217391304348,-36.3768115942029,-0.0329966739417189,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,213.768115942029,-36.3768115942029,-0.049079143642791395,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,221.0144927536232,-36.3768115942029,-0.06517708514330048,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,228.26086956521738,-36.3768115942029,-0.08128906300599087,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,235.50724637681162,-36.3768115942029,-0.09741381301192029,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,242.7536231884058,-36.3768115942029,-0.11355021751270702,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,250.0,-36.3768115942029,-0.12969728489853452,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-250.0,-29.565217391304348,-0.15786730351771147,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-242.7536231884058,-29.565217391304348,-0.14165913396348354,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-235.5072463768116,-29.565217391304348,-0.12545796947546597,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-228.26086956521738,-29.565217391304348,-0.10926446656969382,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-221.0144927536232,-29.565217391304348,-0.09307936606405812,,,,2014-2024
