x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_value
75.33888791068493,-1.3186016365046336,-1.7796248173774414,-0.8575784556318258,NHL,shotDistance,2014-2024,33.1058907145
75.8312989427809,-1.3126122084339022,-1.7777347760153557,-0.847489640852449,NHL,shotDistance,2014-2024,33.1058907145
76.32370997487689,-1.3060349173984795,-1.775302823856618,-0.8367670109403411,NHL,shotDistance,2014-2024,33.1058907145
76.81612100697286,-1.2988829223177198,-1.7723281260117503,-0.8254377186236894,NHL,shotDistance,2014-2024,33.1058907145
77.30853203906885,-1.2911693821109758,-1.7687851330398217,-0.8135536311821299,NHL,shotDistance,2014-2024,33.1058907145
77.80094307116482,-1.282907455697602,-1.7646253074251872,-0.8011896039700168,NHL,shotDistance,2014-2024,33.1058907145
78.29335410326081,-1.2741103019969513,-1.7597800244209907,-0.7884405795729117,NHL,shotDistance,2014-2024,33.1058907145
78.78576513535678,-1.2647910799283777,-1.7541644924454602,-0.7754176674112951,NHL,shotDistance,2014-2024,33.1058907145
79.27817616745277,-1.2549629484112348,-1.7476825529256526,-0.762243343896817,NHL,shotDistance,2014-2024,33.1058907145
79.77058719954874,-1.244639066364877,-1.7402322618895965,-0.7490458708401573,NHL,shotDistance,2014-2024,33.1058907145
80.26299823164473,-1.2338325927086566,-1.7317122230225648,-0.7359529623947487,NHL,shotDistance,2014-2024,33.1058907145
80.7554092637407,-1.222556640148217,-1.7220287085246833,-0.7230845717717511,NHL,shotDistance,2014-2024,33.1058907145
81.24782029583669,-1.2107774713142627,-1.7110820022691566,-0.710472940359369,NHL,shotDistance,2014-2024,33.1058907145
81.74023132793266,-1.1983263003971276,-1.6987290783220592,-0.6979235224721962,NHL,shotDistance,2014-2024,33.1058907145
82.23264236002865,-1.1850101538146158,-1.6848286857484123,-0.6851916218808194,NHL,shotDistance,2014-2024,33.1058907145
82.72505339212462,-1.1706360579845319,-1.6692460609447877,-0.6720260550242763,NHL,shotDistance,2014-2024,33.1058907145
83.21746442422061,-1.1550110393246804,-1.6518479077376327,-0.6581741709117284,NHL,shotDistance,2014-2024,33.1058907145
83.70987545631658,-1.1379421242528658,-1.632498559993508,-0.6433856885122236,NHL,shotDistance,2014-2024,33.1058907145
84.20228648841257,-1.1192363391868922,-1.6110572495549458,-0.6274154288188387,NHL,shotDistance,2014-2024,33.1058907145
84.69469752050854,-1.0987007105445652,-1.5873764576304294,-0.6100249634587009,NHL,shotDistance,2014-2024,33.1058907145
85.18710855260453,-1.0761422647436882,-1.5613013710983163,-0.5909831583890601,NHL,shotDistance,2014-2024,33.1058907145
85.6795195847005,-1.0513680282020663,-1.5326704989652749,-0.570065557438858,NHL,shotDistance,2014-2024,33.1058907145
86.17193061679649,-1.0241850273375035,-1.5013175316075604,-0.5470525230674468,NHL,shotDistance,2014-2024,33.1058907145
86.66434164889246,-0.9944002885678047,-1.4670745497431912,-0.5217260273924182,NHL,shotDistance,2014-2024,33.1058907145
87.15675268098845,-0.9618208383107734,-1.4297767139281863,-0.4938649626933602,NHL,shotDistance,2014-2024,33.1058907145
87.64916371308442,-0.9262537029842166,-1.3892685890645908,-0.4632388169038424,NHL,shotDistance,2014-2024,33.1058907145
88.1415747451804,-0.8875059090059356,-1.345412277483474,-0.4295995405283972,NHL,shotDistance,2014-2024,33.1058907145
